,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
17816,9417,CA-2011-148285,2011-10-27,11/1/11,2,6.48,0.2,10.368,3.6288,6.7392,0.35,Office Supplies,Paper,Xerox 2,Home Office,Ross DeVincentis,United States,US-South,Fayetteville,North Carolina,28314,0,2011-10-27,27,10,2011
17817,9418,CA-2011-148285,2011-10-27,11/1/11,3,4.98,0.2,11.952,4.0338,7.9182,0.3375,Office Supplies,Paper,Staples,Home Office,Ross DeVincentis,United States,US-South,Fayetteville,North Carolina,28314,0,2011-10-27,27,10,2011
17818,9419,CA-2014-152926,2014-10-03,10/5/14,2,38.06,0.8,15.224,-38.8212,54.0452,-2.55,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Corporate,Steve Chapman,United States,US-Central,Houston,Texas,77041,0,2014-10-03,3,10,2014
17819,9420,CA-2014-152926,2014-10-03,10/5/14,6,18.32,0.8,21.984,-56.0592,78.0432,-2.55,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Corporate,Steve Chapman,United States,US-Central,Houston,Texas,77041,0,2014-10-03,3,10,2014
17820,9421,CA-2011-145254,2011-07-23,7/27/11,6,125.99,0.2,604.752,60.4752,544.2768,0.1,Technology,Phones,VTech DS6151,Corporate,Nick Crebassa,United States,US-West,San Francisco,California,94122,0,2011-07-23,23,7,2011
17821,9422,CA-2011-145254,2011-07-23,7/27/11,5,8.14,0.0,40.7,11.803,28.897,0.29,Office Supplies,Supplies,Acme Softgrip Scissors,Corporate,Nick Crebassa,United States,US-West,San Francisco,California,94122,0,2011-07-23,23,7,2011
17822,9423,CA-2011-145254,2011-07-23,7/27/11,3,125.99,0.2,302.376,37.797,264.579,0.125,Technology,Phones,AT&T CL2909,Corporate,Nick Crebassa,United States,US-West,San Francisco,California,94122,0,2011-07-23,23,7,2011
17823,9424,CA-2011-145254,2011-07-23,7/27/11,3,15.0,0.0,45.0,4.95,40.05,0.11,Technology,Accessories,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Corporate,Nick Crebassa,United States,US-West,San Francisco,California,94122,0,2011-07-23,23,7,2011
17824,9425,CA-2011-116246,2011-09-12,9/17/11,6,700.98,0.1,3785.292,420.588,3364.704,0.111111111,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Consumer,Luke Weiss,United States,US-East,New York City,New York,10035,0,2011-09-12,12,9,2011
17825,9426,CA-2013-160479,2013-09-16,9/21/13,5,7.08,0.0,35.4,13.452,21.948,0.38,Office Supplies,Art,SANFORD Major Accent Highlighters,Consumer,Angele Hood,United States,US-West,Seattle,Washington,98105,0,2013-09-16,16,9,2013
17826,9427,CA-2011-167486,2011-11-27,12/1/11,5,39.98,0.0,199.9,39.98,159.92,0.2,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Corporate,Jack O'Briant,United States,US-East,Buffalo,New York,14215,0,2011-11-27,27,11,2011
17827,9428,CA-2011-152100,2011-05-11,5/16/11,8,216.6,0.3,1212.96,-69.312,1282.272,-0.057142857,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,Corporate,Victoria Wilson,United States,US-Central,Huntsville,Texas,77340,0,2011-05-11,11,5,2011
17828,9429,CA-2012-166219,2012-08-28,9/1/12,5,274.99,0.2,1099.96,82.497,1017.463,0.075,Technology,Phones,Mitel MiVoice 5330e IP Phone,Corporate,Ben Peterman,United States,US-Central,Dallas,Texas,75081,0,2012-08-28,28,8,2012
17829,9430,CA-2012-166219,2012-08-28,9/1/12,1,147.83,0.3,103.481,-16.2613,119.7423,-0.157142857,Furniture,Tables,Hon 2111 Invitation Series Straight Table,Corporate,Ben Peterman,United States,US-Central,Dallas,Texas,75081,0,2012-08-28,28,8,2012
17830,9431,CA-2012-111864,2012-06-19,6/19/12,2,3.69,0.2,5.904,1.9926,3.9114,0.3375,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Home Office,Paul Prost,United States,US-East,Philadelphia,Pennsylvania,19134,0,2012-06-19,19,6,2012
17831,9432,CA-2012-119627,2012-08-17,8/23/12,2,18.8,0.2,30.08,-5.264,35.344,-0.175,Technology,Accessories,ImationÂ Clip USBÂ flash driveÂ - 8 GB,Consumer,Steven Cartwright,United States,US-West,Peoria,Arizona,85345,0,2012-08-17,17,8,2012
17832,9433,CA-2012-119627,2012-08-17,8/23/12,7,6.48,0.2,36.288,12.7008,23.5872,0.35,Office Supplies,Paper,Xerox 21,Consumer,Steven Cartwright,United States,US-West,Peoria,Arizona,85345,0,2012-08-17,17,8,2012
17833,9434,CA-2012-119627,2012-08-17,8/23/12,3,4.28,0.2,10.272,1.1556,9.1164,0.1125,Office Supplies,Art,Newell 336,Consumer,Steven Cartwright,United States,US-West,Peoria,Arizona,85345,0,2012-08-17,17,8,2012
17834,9435,CA-2012-119627,2012-08-17,8/23/12,4,79.0,0.2,252.8,-31.6,284.4,-0.125,Technology,Accessories,First Data FD10 PIN Pad,Consumer,Steven Cartwright,United States,US-West,Peoria,Arizona,85345,0,2012-08-17,17,8,2012
17835,9436,CA-2012-160787,2012-09-25,9/25/12,2,4.91,0.7,2.946,-2.0622,5.0082,-0.7,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Consumer,Bryan Mills,United States,US-East,Philadelphia,Pennsylvania,19143,0,2012-09-25,25,9,2012
17836,9437,CA-2014-107853,2014-05-27,6/1/14,2,6.48,0.0,12.96,6.2208,6.7392,0.48,Office Supplies,Paper,Xerox 201,Consumer,Carlos Daly,United States,US-West,Oceanside,California,92054,0,2014-05-27,27,5,2014
17837,9438,CA-2014-126144,2014-08-01,8/6/14,4,118.99,0.4,285.576,-57.1152,342.6912,-0.2,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,Consumer,Greg Matthias,United States,US-East,Philadelphia,Pennsylvania,19134,0,2014-08-01,1,8,2014
17838,9439,US-2011-154655,2011-10-12,10/17/11,2,13.9,0.2,22.24,2.502,19.738,0.1125,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Corporate,Barry Pond,United States,US-Central,Chicago,Illinois,60623,0,2011-10-12,12,10,2011
17839,9440,CA-2011-100391,2011-05-25,5/29/11,2,7.31,0.0,14.62,6.7252,7.8948,0.46,Office Supplies,Paper,Strathmore Photo Frame Cards,Consumer,Barry Weirich,United States,US-East,New York City,New York,10035,0,2011-05-25,25,5,2011
17840,9441,CA-2011-165477,2011-12-29,12/31/11,5,12.09,0.2,48.36,6.045,42.315,0.125,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,Consumer,Ricardo Emerson,United States,US-East,Kent,Ohio,44240,0,2011-12-29,29,12,2011
17841,9442,CA-2014-165904,2014-04-08,4/12/14,2,10.16,0.2,16.256,1.2192,15.0368,0.075,Office Supplies,Art,50 Colored Long Pencils,Home Office,Hallie Redmond,United States,US-South,Jacksonville,Florida,32216,0,2014-04-08,8,4,2014
17842,9443,CA-2014-165904,2014-04-08,4/12/14,2,136.99,0.2,219.184,19.1786,200.0054,0.0875,Technology,Phones,AT&T 1080 Corded phone,Home Office,Hallie Redmond,United States,US-South,Jacksonville,Florida,32216,0,2014-04-08,8,4,2014
17843,9444,CA-2012-104052,2012-03-01,3/2/12,4,29.95,0.2,95.84,34.742,61.098,0.3625,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,Corporate,Tracy Poddar,United States,US-Central,Coppell,Texas,75019,0,2012-03-01,1,3,2012
17844,9445,CA-2012-168277,2012-05-29,6/3/12,3,4.13,0.0,12.39,5.6994,6.6906,0.46,Office Supplies,Labels,Avery 476,Consumer,Karl Braun,United States,US-Central,Indianapolis,Indiana,46203,0,2012-05-29,29,5,2012
17845,9446,CA-2013-158617,2013-09-23,9/29/13,6,5.98,0.0,35.88,16.146,19.734,0.45,Office Supplies,Paper,Xerox 1895,Consumer,Anna Chung,United States,US-Central,Lawrence,Indiana,46226,0,2013-09-23,23,9,2013
17846,9447,CA-2014-136882,2014-05-28,6/4/14,5,95.46,0.0,477.3,138.417,338.883,0.29,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Consumer,Duane Noonan,United States,US-Central,Tulsa,Oklahoma,74133,0,2014-05-28,28,5,2014
17847,9448,US-2013-148957,2013-09-18,9/24/13,4,3.08,0.0,12.32,5.9136,6.4064,0.48,Office Supplies,Labels,Avery 481,Home Office,Chuck Clark,United States,US-West,Redmond,Washington,98052,1,2013-09-18,18,9,2013
17848,9449,CA-2011-140032,2011-09-08,9/13/11,2,5.38,0.2,8.608,3.0128,5.5952,0.35,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Consumer,Toby Swindell,United States,US-West,San Francisco,California,94109,0,2011-09-08,8,9,2011
17849,9450,CA-2014-145506,2014-06-04,6/8/14,9,15.14,0.0,136.26,5.4504,130.8096,0.04,Office Supplies,Storage,Eldon Gobal File Keepers,Home Office,Meg O'Connel,United States,US-West,Spokane,Washington,99207,0,2014-06-04,4,6,2014
17850,9451,CA-2012-129546,2012-09-28,10/5/12,3,62.05,0.0,186.15,55.845,130.305,0.3,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Corporate,Roy Phan,United States,US-West,Los Angeles,California,90032,0,2012-09-28,28,9,2012
17851,9452,CA-2012-129546,2012-09-28,10/5/12,6,17.04,0.2,81.792,26.5824,55.2096,0.325,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Corporate,Roy Phan,United States,US-West,Los Angeles,California,90032,0,2012-09-28,28,9,2012
17852,9453,CA-2012-129546,2012-09-28,10/5/12,3,15.73,0.0,47.19,13.6851,33.5049,0.29,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Corporate,Roy Phan,United States,US-West,Los Angeles,California,90032,0,2012-09-28,28,9,2012
17853,9454,CA-2012-129546,2012-09-28,10/5/12,2,22.99,0.2,36.784,-8.2764,45.0604,-0.225,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,Corporate,Roy Phan,United States,US-West,Los Angeles,California,90032,0,2012-09-28,28,9,2012
17854,9455,CA-2013-140977,2013-06-17,6/20/13,1,182.95,0.5,91.475,-1.8295,93.3045,-0.02,Technology,Machines,Penpower WorldCard Pro Card Scanner,Home Office,James Lanier,United States,US-South,Chattanooga,Tennessee,37421,0,2013-06-17,17,6,2013
17855,9456,CA-2014-151855,2014-05-28,6/4/14,3,11.33,0.2,27.192,0.3399,26.8521,0.0125,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,Corporate,Bart Watters,United States,US-South,Greensboro,North Carolina,27405,0,2014-05-28,28,5,2014
17856,9457,CA-2014-151855,2014-05-28,6/4/14,5,8.04,0.7,12.06,-10.05,22.11,-0.833333333,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Corporate,Bart Watters,United States,US-South,Greensboro,North Carolina,27405,0,2014-05-28,28,5,2014
17857,9458,CA-2011-138240,2011-10-09,10/14/11,3,48.2,0.0,144.6,41.934,102.666,0.29,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Consumer,Shirley Jackson,United States,US-West,San Francisco,California,94122,0,2011-10-09,9,10,2011
17858,9459,CA-2011-138240,2011-10-09,10/14/11,1,19.99,0.2,15.992,-2.9985,18.9905,-0.1875,Technology,Phones,iOttie HLCRIO102 Car Mount,Consumer,Shirley Jackson,United States,US-West,San Francisco,California,94122,0,2011-10-09,9,10,2011
17859,9460,CA-2011-101833,2011-11-17,11/22/11,3,11.48,0.0,34.44,17.22,17.22,0.5,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,Home Office,Frank Gastineau,United States,US-East,New York City,New York,10024,0,2011-11-17,17,11,2011
17860,9461,CA-2011-100867,2011-10-19,10/24/11,6,66.99,0.2,321.552,20.097,301.455,0.0625,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,Home Office,Eugene Hildebrand,United States,US-West,Lakewood,California,90712,1,2011-10-19,19,10,2011
17861,9462,US-2014-109610,2014-11-26,12/1/14,2,350.98,0.0,701.96,168.4704,533.4896,0.24,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Corporate,Brendan Sweed,United States,US-South,Louisville,Kentucky,40214,0,2014-11-26,26,11,2014
17862,9463,CA-2011-156545,2011-02-28,3/3/11,4,6.08,0.2,19.456,3.4048,16.0512,0.175,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Consumer,Joy Smith,United States,US-East,Columbus,Ohio,43229,0,2011-02-28,28,2,2011
17863,9464,CA-2011-109127,2011-12-21,12/25/11,6,2.88,0.0,17.28,7.9488,9.3312,0.46,Office Supplies,Labels,Avery 492,Consumer,John Castell,United States,US-East,Newark,Delaware,19711,0,2011-12-21,21,12,2011
17864,9465,CA-2013-126858,2013-11-20,11/24/13,2,15.98,0.0,31.96,1.598,30.362,0.05,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,Corporate,Janet Molinari,United States,US-West,Seattle,Washington,98115,0,2013-11-20,20,11,2013
17865,9466,CA-2014-102925,2014-11-06,11/11/14,6,34.31,0.2,164.688,55.5822,109.1058,0.3375,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17866,9467,CA-2014-102925,2014-11-06,11/11/14,2,138.75,0.4,166.5,-66.6,233.1,-0.4,Furniture,Tables,Balt Split Level Computer Training Table,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17867,9468,CA-2014-102925,2014-11-06,11/11/14,2,6.48,0.0,12.96,6.2208,6.7392,0.48,Office Supplies,Paper,Xerox 202,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17868,9469,CA-2014-102925,2014-11-06,11/11/14,2,55.48,0.0,110.96,53.2608,57.6992,0.48,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17869,9470,CA-2014-102925,2014-11-06,11/11/14,2,49.99,0.0,99.98,3.9992,95.9808,0.04,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17870,9471,CA-2014-102925,2014-11-06,11/11/14,1,14.28,0.2,11.424,3.7128,7.7112,0.325,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17871,9472,CA-2014-102925,2014-11-06,11/11/14,2,71.18,0.1,128.124,24.2012,103.9228,0.188888889,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17872,9473,CA-2014-102925,2014-11-06,11/11/14,5,20.28,0.0,101.4,38.532,62.868,0.38,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Consumer,Christina DeMoss,United States,US-East,New York City,New York,10024,0,2014-11-06,6,11,2014
17873,9474,CA-2012-100818,2012-05-31,6/5/12,2,3.69,0.2,5.904,1.9926,3.9114,0.3375,Office Supplies,Labels,Avery 501,Corporate,Janet Molinari,United States,US-Central,Chicago,Illinois,60653,0,2012-05-31,31,5,2012
17874,9475,CA-2012-100818,2012-05-31,6/5/12,7,30.98,0.2,173.488,54.215,119.273,0.3125,Office Supplies,Paper,Xerox 1988,Corporate,Janet Molinari,United States,US-Central,Chicago,Illinois,60653,0,2012-05-31,31,5,2012
17875,9476,CA-2012-100818,2012-05-31,6/5/12,2,64.45,0.6,51.56,-61.872,113.432,-1.2,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Corporate,Janet Molinari,United States,US-Central,Chicago,Illinois,60653,0,2012-05-31,31,5,2012
17876,9477,CA-2012-100818,2012-05-31,6/5/12,3,5.94,0.8,3.564,-6.237,9.801,-1.75,Office Supplies,Binders,Storex Dura Pro Binders,Corporate,Janet Molinari,United States,US-Central,Chicago,Illinois,60653,0,2012-05-31,31,5,2012
17877,9478,CA-2011-126193,2011-09-07,9/14/11,5,3.29,0.2,13.16,4.1125,9.0475,0.3125,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,Consumer,Shahid Shariari,United States,US-Central,Oswego,Illinois,60543,0,2011-09-07,7,9,2011
17878,9479,CA-2011-126193,2011-09-07,9/14/11,3,6.38,0.8,3.828,-6.5076,10.3356,-1.7,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,Consumer,Shahid Shariari,United States,US-Central,Oswego,Illinois,60543,0,2011-09-07,7,9,2011
17879,9480,CA-2011-126193,2011-09-07,9/14/11,5,304.99,0.8,304.99,-533.7325,838.7225,-1.75,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,Consumer,Shahid Shariari,United States,US-Central,Oswego,Illinois,60543,0,2011-09-07,7,9,2011
17880,9481,CA-2014-150504,2014-11-07,11/13/14,2,11.35,0.2,18.16,1.816,16.344,0.1,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Consumer,Harry Greene,United States,US-Central,Dallas,Texas,75220,0,2014-11-07,7,11,2014
17881,9482,CA-2012-158351,2012-06-20,6/24/12,2,199.99,0.2,319.984,91.9954,227.9886,0.2875,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Home Office,Becky Castell,United States,US-East,Philadelphia,Pennsylvania,19134,0,2012-06-20,20,6,2012
17882,9483,CA-2011-122679,2011-07-22,7/28/11,6,3.28,0.0,19.68,6.4944,13.1856,0.33,Office Supplies,Art,Crayola Colored Pencils,Home Office,Alejandro Ballentine,United States,US-West,Los Angeles,California,90008,0,2011-07-22,22,7,2011
17883,9484,CA-2013-164770,2013-12-03,12/5/13,10,114.98,0.32,781.864,-137.976,919.84,-0.176470588,Furniture,Bookcases,Sauder Camden County Collection Library,Corporate,Muhammed Yedwab,United States,US-Central,Houston,Texas,77036,0,2013-12-03,3,12,2013
17884,9485,CA-2013-164770,2013-12-03,12/5/13,9,4.28,0.2,30.816,9.63,21.186,0.3125,Office Supplies,Paper,Xerox 1962,Corporate,Muhammed Yedwab,United States,US-Central,Houston,Texas,77036,0,2013-12-03,3,12,2013
17885,9486,CA-2014-130505,2014-10-13,10/13/14,3,320.64,0.3,673.344,-76.9536,750.2976,-0.114285714,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Consumer,Natalie Fritzler,United States,US-East,Wheeling,West Virginia,26003,0,2014-10-13,13,10,2014
17886,9487,US-2014-125213,2014-12-12,12/14/14,3,2.18,0.0,6.54,2.1582,4.3818,0.33,Office Supplies,Fasteners,Stockwell Push Pins,Corporate,Nona Balk,United States,US-East,Paterson,New Jersey,7501,0,2014-12-12,12,12,2014
17887,9488,CA-2012-156566,2012-10-01,10/4/12,2,358.0,0.2,572.8,50.12,522.68,0.0875,Technology,Phones,Wilson Electronics DB Pro Signal Booster,Consumer,Eric Murdock,United States,US-West,Portland,Oregon,97206,0,2012-10-01,1,10,2012
17888,9489,US-2013-102232,2013-08-06,8/12/13,7,28.15,0.0,197.05,59.115,137.935,0.3,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",Corporate,Maureen Fritzler,United States,US-South,Huntsville,Alabama,35810,0,2013-08-06,6,8,2013
17889,9490,CA-2014-111738,2014-01-04,1/8/14,8,315.98,0.2,2022.272,682.5168,1339.7552,0.3375,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,Consumer,Christopher Martinez,United States,US-West,San Francisco,California,94110,0,2014-01-04,4,1,2014
17890,9491,CA-2014-111738,2014-01-04,1/8/14,3,3.04,0.0,9.12,3.1008,6.0192,0.34,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,Consumer,Christopher Martinez,United States,US-West,San Francisco,California,94110,0,2014-01-04,4,1,2014
17891,9492,CA-2014-163188,2014-11-08,11/8/14,9,4.24,0.0,38.16,19.08,19.08,0.5,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,Consumer,Erin Creighton,United States,US-Central,Oklahoma City,Oklahoma,73120,0,2014-11-08,8,11,2014
17892,9493,CA-2013-105207,2013-01-03,1/8/13,7,227.55,0.0,1592.85,350.427,1242.423,0.22,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Corporate,Bill Overfelt,United States,US-Central,Broken Arrow,Oklahoma,74012,0,2013-01-03,3,1,2013
17893,9494,CA-2013-105207,2013-01-03,1/8/13,2,5.94,0.0,11.88,5.346,6.534,0.45,Office Supplies,Binders,Storex Dura Pro Binders,Corporate,Bill Overfelt,United States,US-Central,Broken Arrow,Oklahoma,74012,0,2013-01-03,3,1,2013
17894,9495,US-2013-123610,2013-05-13,5/17/13,6,20.0,0.0,120.0,46.8,73.2,0.39,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Consumer,Vivian Mathis,United States,US-West,Mission Viejo,California,92691,0,2013-05-13,13,5,2013
17895,9496,US-2013-123610,2013-05-13,5/17/13,1,8.67,0.0,8.67,2.3409,6.3291,0.27,Office Supplies,Appliances,Staples,Consumer,Vivian Mathis,United States,US-West,Mission Viejo,California,92691,0,2013-05-13,13,5,2013
17896,9497,CA-2014-118213,2014-11-06,11/8/14,1,4.41,0.0,4.41,2.0286,2.3814,0.46,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Home Office,Adam Bellavance,United States,US-Central,Greenwood,Indiana,46142,0,2014-11-06,6,11,2014
17897,9498,CA-2014-118213,2014-11-06,11/8/14,3,55.98,0.0,167.94,82.2906,85.6494,0.49,Office Supplies,Paper,Staples,Home Office,Adam Bellavance,United States,US-Central,Greenwood,Indiana,46142,0,2014-11-06,6,11,2014
17898,9499,CA-2014-118213,2014-11-06,11/8/14,10,6.78,0.0,67.8,31.188,36.612,0.46,Office Supplies,Paper,Strathmore Photo Mount Cards,Home Office,Adam Bellavance,United States,US-Central,Greenwood,Indiana,46142,0,2014-11-06,6,11,2014
17899,9500,CA-2013-149237,2013-05-27,5/31/13,3,8.98,0.0,26.94,11.3148,15.6252,0.42,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Consumer,Chris McAfee,United States,US-Central,Milwaukee,Wisconsin,53209,0,2013-05-27,27,5,2013
17900,9501,US-2012-158589,2012-11-20,11/24/12,3,10.68,0.0,32.04,8.01,24.03,0.25,Furniture,Furnishings,Dana Swing-Arm Lamps,Consumer,Kelly Williams,United States,US-West,San Francisco,California,94109,0,2012-11-20,20,11,2012
17901,9502,CA-2013-101329,2013-04-23,4/30/13,9,3.57,0.0,32.13,8.3538,23.7762,0.26,Office Supplies,Art,Barrel Sharpener,Consumer,Michael Moore,United States,US-East,Rome,New York,13440,0,2013-04-23,23,4,2013
