,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
7892,7892,25191,2011-03-30,3/30/11,42,115.99,0.05,4091.152,1303.92,2787.232,0.318717075,Technology,Telephones and Communication,StarTAC 7797,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2011-03-30,30,3,2011
7893,7893,25603,2011-03-05,3/7/11,23,35.89,0.04,862.64,122.11,740.53,0.141553835,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2011-03-05,5,3,2011
7894,7894,25861,2012-08-07,8/8/12,44,535.64,0.03,23775.56,7080.99,16694.57,0.297826423,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,0,2012-08-07,7,8,2012
7895,7895,26979,2012-03-28,3/30/12,43,7.98,0.05,337.01,147.2,189.81,0.436782291,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2012-03-28,28,3,2012
7896,7896,26979,2012-03-28,3/30/12,50,155.99,0.09,6093.242,1174.38,4918.862,0.192734836,Technology,Telephones and Communication,I888 World Phone,Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2012-03-28,28,3,2012
7897,7897,27746,2010-12-04,12/5/10,3,29.34,0.1,87.09,-42.73,129.82,-0.490641865,Furniture,Office Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2010-12-04,4,12,2010
7898,7898,27746,2010-12-04,12/5/10,42,4.76,0.07,196.1,71.65,124.45,0.365374809,Office Supplies,Paper,Wirebound Voice Message Log Book,Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2010-12-04,4,12,2010
7899,7899,27844,2011-06-29,7/6/11,1,5.8,0.09,11.08,-9.69,20.77,-0.874548736,Office Supplies,Binders and Binder Accessories,Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders,Home Office,Rose O'Brian,Canada,CA-West,Alberta,0,2011-06-29,29,6,2011
7900,7900,28097,2009-05-13,5/16/09,43,55.5,0.0,2438.7,-1413.18,3851.88,-0.579480871,Furniture,Office Furnishings,Eldon CleatmatÂ® Chair Mats for Medium Pile Carpets,Home Office,Claire Good,Canada,CA-West,Alberta,0,2009-05-13,13,5,2009
7901,7901,28262,2010-12-31,1/1/11,26,11.34,0.05,299.11,40.03,259.08,0.133830363,Office Supplies,Paper,Xerox 188,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,0,2010-12-31,31,12,2010
7902,7902,28519,2010-06-22,6/24/10,4,85.99,0.09,268.7105,-337.66,606.3705,-1.256593992,Technology,Telephones and Communication,Accessory34,Consumer,Trudy Bell,Canada,CA-West,Alberta,0,2010-06-22,22,6,2010
7903,7903,29058,2010-01-03,1/5/10,33,880.98,0.07,28389.14,7132.18,21256.96,0.251229167,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Consumer,Valerie Takahito,Canada,CA-West,Alberta,0,2010-01-03,3,1,2010
7904,7904,29187,2009-07-31,8/4/09,5,24.92,0.03,142.3,-24.18,166.48,-0.169922699,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Consumer,Rick Wilson,Canada,CA-West,Alberta,0,2009-07-31,31,7,2009
7905,7905,29187,2009-07-31,8/4/09,8,2.16,0.09,21.93,-37.79,59.72,-1.723210214,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Consumer,Rick Wilson,Canada,CA-West,Alberta,0,2009-07-31,31,7,2009
7906,7906,29187,2009-07-31,8/7/09,35,808.49,0.03,26095.13,12606.81,13488.32,0.483109684,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Consumer,Rick Wilson,Canada,CA-West,Alberta,0,2009-07-31,31,7,2009
7907,7907,29187,2009-07-31,8/7/09,10,6.48,0.0,75.58,-43.26,118.84,-0.572373644,Office Supplies,Paper,Xerox 217,Consumer,Rick Wilson,Canada,CA-West,Alberta,0,2009-07-31,31,7,2009
7908,7908,29187,2009-07-31,8/4/09,42,10.98,0.03,477.53,51.17,426.36,0.107155571,Office Supplies,"Scissors, Rulers and Trimmers",FiskarsÂ® Softgrip Scissors,Consumer,Rick Wilson,Canada,CA-West,Alberta,0,2009-07-31,31,7,2009
7909,7909,29317,2011-10-02,10/4/11,40,200.98,0.08,7789.63,1774.53,6015.1,0.227806712,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Corporate,Becky Pak,Canada,CA-West,Alberta,0,2011-10-02,2,10,2011
7910,7910,29317,2011-10-02,10/3/11,20,810.98,0.06,15703.82,3055.72,12648.1,0.194584502,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2011-10-02,2,10,2011
7911,7911,29317,2011-10-02,10/2/11,31,4.71,0.06,140.69,-14.54,155.23,-0.103347786,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2011-10-02,2,10,2011
7912,7912,29988,2009-06-12,6/14/09,12,449.99,0.06,5177.4,287.5,4889.9,0.055529803,Technology,Copiers and Fax,Canon PC940 Copier,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-06-12,12,6,2009
7913,7913,30051,2012-03-20,3/21/12,42,5.85,0.02,243.06,-1.57,244.63,-0.00645931,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2012-03-20,20,3,2012
7914,7914,30211,2010-06-07,6/8/10,19,7.4,0.05,141.96,38.43,103.53,0.270710059,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2010-06-07,7,6,2010
7915,7915,30401,2012-10-18,10/20/12,39,5.98,0.07,239.4,-57.37,296.77,-0.239640769,Office Supplies,Paper,Xerox 193,Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2012-10-18,18,10,2012
7916,7916,30757,2010-12-26,12/26/10,5,3.38,0.08,21.32,2.2,19.12,0.103189493,Office Supplies,Pens & Art Supplies,Avery Hi-LiterÂ® Fluorescent Desk Style Markers,Home Office,Claire Good,Canada,CA-West,Alberta,0,2010-12-26,26,12,2010
7917,7917,30757,2010-12-26,12/27/10,42,11.66,0.1,457.51,-183.75,641.26,-0.401630565,Office Supplies,Pens & Art Supplies,"Hunt BOSTONÂ® VistaÂ® Battery-Operated Pencil Sharpener, Black",Home Office,Claire Good,Canada,CA-West,Alberta,0,2010-12-26,26,12,2010
7918,7918,31237,2011-07-29,7/29/11,13,42.8,0.0,589.78,225.26,364.52,0.381939028,Office Supplies,Binders and Binder Accessories,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Small Business,Frank Olsen,Canada,CA-West,Alberta,0,2011-07-29,29,7,2011
7919,7919,32192,2012-02-18,2/18/12,4,45.99,0.03,159.256,-171.17,330.426,-1.074810368,Technology,Telephones and Communication,T61,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,0,2012-02-18,18,2,2012
7920,7920,33568,2012-07-21,7/22/12,10,55.5,0.02,628.73,-181.87,810.6,-0.289265663,Furniture,Office Furnishings,Eldon CleatmatÂ® Chair Mats for Medium Pile Carpets,Small Business,Frank Olsen,Canada,CA-West,Alberta,0,2012-07-21,21,7,2012
7921,7921,33568,2012-07-21,7/22/12,23,15.51,0.01,385.81,7.35,378.46,0.019050828,Office Supplies,Storage & Organization,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Business,Frank Olsen,Canada,CA-West,Alberta,0,2012-07-21,21,7,2012
7922,7922,33634,2010-08-31,9/2/10,40,6.48,0.05,271.34,-151.92,423.26,-0.559887963,Office Supplies,Paper,Xerox 213,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,0,2010-08-31,31,8,2010
7923,7923,33925,2011-05-03,5/7/11,47,30.98,0.03,1488.86,-95.05,1583.91,-0.063840791,Office Supplies,Paper,Xerox 1988,Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2011-05-03,3,5,2011
7924,7924,34338,2010-06-30,7/5/10,26,38.76,0.04,1050.16,265.09,785.07,0.252428201,Office Supplies,Paper,Xerox 1892,Corporate,Sonia Cooley,Canada,CA-West,Alberta,1,2010-06-30,30,6,2010
7925,7925,34374,2009-06-30,7/7/09,42,8.33,0.04,344.57,37.41,307.16,0.108570102,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Business,Frank Olsen,Canada,CA-West,Alberta,0,2009-06-30,30,6,2009
7926,7926,34565,2009-07-13,7/14/09,47,125.99,0.08,4815.862,1316.79,3499.072,0.273427685,Technology,Telephones and Communication,i1000plus,Consumer,Valerie Takahito,Canada,CA-West,Alberta,0,2009-07-13,13,7,2009
7927,7927,34948,2010-01-12,1/12/10,15,68.81,0.08,1057.06,-403.74,1460.8,-0.381946153,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2010-01-12,12,1,2010
7928,7928,35652,2010-09-21,9/23/10,21,100.98,0.01,2251.56,226.63,2024.93,0.100654657,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Corporate,Rick Wilson,Canada,CA-West,Alberta,0,2010-09-21,21,9,2010
7929,7929,36038,2012-08-16,8/18/12,26,3.28,0.02,95.26,-89.06,184.32,-0.93491497,Office Supplies,Pens & Art Supplies,Newell 35,Home Office,Alex Russell,Canada,CA-West,Alberta,1,2012-08-16,16,8,2012
7930,7930,36934,2009-12-22,12/24/09,7,150.98,0.02,1120.86,17.4,1103.46,0.015523794,Technology,Office Machines,Canon MP41DH Printing Calculator,Small Business,Brooke Gillingham,Canada,CA-West,Alberta,1,2009-12-22,22,12,2009
7931,7931,36934,2009-12-22,12/24/09,2,5.43,0.1,11.51,-5.16,16.67,-0.448305821,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Small Business,Brooke Gillingham,Canada,CA-West,Alberta,1,2009-12-22,22,12,2009
7932,7932,36934,2009-12-22,12/23/09,45,179.29,0.01,6668.856,871.97,5796.886,0.130752561,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Small Business,Brooke Gillingham,Canada,CA-West,Alberta,1,2009-12-22,22,12,2009
7933,7933,37440,2010-06-23,6/24/10,39,208.16,0.04,8407.08,629.4,7777.68,0.074865471,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Corporate,Rick Wilson,Canada,CA-West,Alberta,0,2010-06-23,23,6,2010
7934,7934,37542,2009-07-20,7/22/09,26,125.99,0.09,2546.5235,210.0,2336.5235,0.082465369,Technology,Telephones and Communication,StarTAC 3000,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-07-20,20,7,2009
7935,7935,38146,2011-12-07,12/11/11,45,7.68,0.03,341.39,-82.95,424.34,-0.24297724,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Business,Erica Hackney,Canada,CA-West,Alberta,0,2011-12-07,7,12,2011
7936,7936,38178,2012-08-29,8/30/12,32,4.91,0.02,153.98,71.6,82.38,0.464995454,Office Supplies,Labels,Avery 493,Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2012-08-29,29,8,2012
7937,7937,38279,2012-04-29,5/1/12,1,7.59,0.05,11.64,-10.73,22.37,-0.921821306,Furniture,Office Furnishings,"Master Giant FootÂ® Doorstop, Safety Yellow",Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2012-04-29,29,4,2012
7938,7938,38787,2011-08-05,8/5/11,22,3.28,0.05,79.04,-77.93,156.97,-0.985956478,Office Supplies,Pens & Art Supplies,Newell 35,Consumer,Trudy Bell,Canada,CA-West,Alberta,1,2011-08-05,5,8,2011
7939,7939,38791,2010-03-14,3/21/10,24,70.89,0.03,1457.712,-1565.89,3023.602,-1.074210818,Furniture,Tables,KI Conference Tables,Home Office,Alyssa Crouse,Canada,CA-West,Alberta,0,2010-03-14,14,3,2010
7940,7940,38817,2012-05-20,5/21/12,1,4.98,0.02,9.7,-18.03,27.73,-1.858762887,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Consumer,Valerie Takahito,Canada,CA-West,Alberta,0,2012-05-20,20,5,2012
7941,7941,38887,2009-10-24,10/25/09,25,14.45,0.02,378.9,28.46,350.44,0.075112167,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Consumer,Trudy Bell,Canada,CA-West,Alberta,0,2009-10-24,24,10,2009
7942,7942,38887,2009-10-24,10/26/09,50,5.58,0.07,264.05,25.05,239.0,0.094868396,Office Supplies,Pens & Art Supplies,DIXON TiconderogaÂ® Erasable Checking Pencils,Consumer,Trudy Bell,Canada,CA-West,Alberta,0,2009-10-24,24,10,2009
7943,7943,38914,2012-05-30,5/31/12,43,10.64,0.08,447.12,-14.27,461.39,-0.031915369,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Corporate,Alyssa Crouse,Canada,CA-West,Alberta,0,2012-05-30,30,5,2012
7944,7944,39072,2009-02-22,2/23/09,50,34.99,0.08,1633.37,144.69,1488.68,0.088583726,Office Supplies,Pens & Art Supplies,Hunt BostonÂ® Vacuum Mount KS Pencil Sharpener,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-02-22,22,2,2009
7945,7945,39652,2012-05-04,5/6/12,5,2.88,0.03,14.61,1.17,13.44,0.080082136,Office Supplies,Labels,Avery 504,Consumer,Valerie Takahito,Canada,CA-West,Alberta,0,2012-05-04,4,5,2012
7946,7946,39652,2012-05-04,5/9/12,4,195.99,0.03,665.7625,-773.34,1439.1025,-1.1615854,Technology,Telephones and Communication,T28 WORLD,Consumer,Valerie Takahito,Canada,CA-West,Alberta,0,2012-05-04,4,5,2012
7947,7947,39750,2009-03-27,3/28/09,7,17.98,0.01,140.59,-35.88,176.47,-0.255210186,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-03-27,27,3,2009
7948,7948,40006,2009-06-15,6/17/09,35,4.24,0.03,157.99,-105.55,263.54,-0.668080258,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-06-15,15,6,2009
7949,7949,40006,2009-06-15,6/16/09,48,2.94,0.04,141.59,20.26,121.33,0.143089201,Office Supplies,Pens & Art Supplies,Newell 338,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-06-15,15,6,2009
7950,7950,40770,2011-04-16,4/21/11,19,11.33,0.09,217.69,-11.66,229.35,-0.053562405,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Home Office,Cassandra Brandow,Canada,CA-West,Alberta,0,2011-04-16,16,4,2011
7951,7951,40933,2012-05-27,5/28/12,37,2.52,0.06,95.43,-103.96,199.39,-1.089384889,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTankâ„¢ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2012-05-27,27,5,2012
7952,7952,42370,2011-11-21,11/23/11,33,3.81,0.07,125.27,-105.83,231.1,-0.844815199,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2011-11-21,21,11,2011
7953,7953,42436,2012-08-09,8/10/12,30,400.97,0.09,10994.74,3612.58,7382.16,0.328573482,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Corporate,Becky Pak,Canada,CA-West,Alberta,1,2012-08-09,9,8,2012
7954,7954,42855,2011-07-08,7/10/11,17,7.98,0.05,135.38,-71.12,206.5,-0.525336091,Office Supplies,Storage & Organization,Iris Project Case,Corporate,Sonia Cooley,Canada,CA-West,Alberta,0,2011-07-08,8,7,2011
7955,7955,43686,2011-05-07,5/8/11,16,83.1,0.05,1313.64,284.84,1028.8,0.216832618,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Corporate,Tom Boeckenhauer,Canada,CA-West,Alberta,0,2011-05-07,7,5,2011
7956,7956,44295,2010-01-23,1/25/10,47,115.99,0.07,4524.907,1464.87,3060.037,0.32373483,Technology,Telephones and Communication,StarTAC 7797,Home Office,Alex Russell,Canada,CA-West,Alberta,0,2010-01-23,23,1,2010
7957,7957,44869,2012-08-22,8/24/12,43,6.48,0.03,283.18,-154.95,438.13,-0.547178473,Office Supplies,Paper,Xerox 220,Corporate,Sonia Cooley,Canada,CA-West,Alberta,1,2012-08-22,22,8,2012
7958,7958,45511,2010-08-21,8/28/10,31,31.76,0.08,951.31,-1099.46,2050.77,-1.155732621,Furniture,Tables,Hon iLevelâ„¢ Computer Training Table,Corporate,Sonia Cooley,Canada,CA-West,Alberta,0,2010-08-21,21,8,2010
7959,7959,46053,2012-09-13,9/14/12,25,60.22,0.05,1458.83,392.76,1066.07,0.269229451,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Consumer,Ken Lonsdale,Canada,CA-West,Alberta,0,2012-09-13,13,9,2012
7960,7960,46469,2009-08-16,8/18/09,17,70.98,0.05,1210.72,-382.43,1593.15,-0.315869896,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-08-16,16,8,2009
7961,7961,46469,2009-08-16,8/18/09,18,4.98,0.05,93.26,-35.36,128.62,-0.37915505,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2009-08-16,16,8,2009
7962,7962,47207,2009-12-18,12/22/09,15,30.98,0.09,437.87,-111.94,549.81,-0.255646653,Technology,Computer Peripherals,Belkin ErgoBoardâ„¢ Keyboard,Consumer,Ken Lonsdale,Canada,CA-West,Alberta,0,2009-12-18,18,12,2009
7963,7963,48801,2012-10-13,10/13/12,43,54.2,0.01,2387.61,527.13,1860.48,0.220777263,Furniture,Office Furnishings,Eldon AdvantageÂ® Foldable Chair Mats for Low Pile Carpets,Home Office,Cassandra Brandow,Canada,CA-West,Alberta,0,2012-10-13,13,10,2012
7964,7964,49954,2012-02-27,2/29/12,36,65.99,0.08,1921.1275,248.58,1672.5475,0.129392765,Technology,Telephones and Communication,Talkabout T8367,Home Office,Claire Good,Canada,CA-West,Alberta,0,2012-02-27,27,2,2012
7965,7965,50563,2011-07-16,7/17/11,2,210.55,0.05,423.04,-270.7,693.74,-0.639892209,Office Supplies,Storage & Organization,"24 Capacity Maxi Data Binder Racks, Pearl",Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2011-07-16,16,7,2011
7966,7966,50563,2011-07-16,7/17/11,20,125.99,0.0,2197.4115,305.96,1891.4515,0.139236552,Technology,Telephones and Communication,Timeport L7089,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2011-07-16,16,7,2011
7967,7967,50882,2010-08-31,8/31/10,37,10.23,0.08,366.84,-50.1,416.94,-0.136571802,Office Supplies,"Scissors, Rulers and Trimmers",AcmeÂ® Box Cutter Scissors,Consumer,Trudy Bell,Canada,CA-West,Alberta,0,2010-08-31,31,8,2010
7968,7968,51553,2011-11-27,11/28/11,3,6783.02,0.0,21366.51,-11984.4,33350.91,-0.560896468,Technology,Office Machines,Polycom ViewStationâ„¢ ISDN Videoconferencing Unit,Small Business,Adrian Barton,Canada,CA-West,Alberta,1,2011-11-27,27,11,2011
7969,7969,51553,2011-11-27,11/29/11,34,9.27,0.02,320.04,32.47,287.57,0.101456068,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Small Business,Adrian Barton,Canada,CA-West,Alberta,1,2011-11-27,27,11,2011
7970,7970,51553,2011-11-27,11/29/11,12,6.68,0.03,88.57,-28.25,116.82,-0.318956757,Office Supplies,Paper,Xerox 1968,Small Business,Adrian Barton,Canada,CA-West,Alberta,1,2011-11-27,27,11,2011
7971,7971,51553,2011-11-27,11/30/11,13,5.78,0.1,73.97,-38.35,112.32,-0.518453427,Office Supplies,Paper,Xerox 1978,Small Business,Adrian Barton,Canada,CA-West,Alberta,1,2011-11-27,27,11,2011
7972,7972,52199,2011-01-26,1/27/11,19,4.82,0.05,92.24,-60.58,152.82,-0.656764961,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Corporate,Adam Shillingsburg,Canada,CA-West,Alberta,0,2011-01-26,26,1,2011
7973,7973,52293,2011-04-15,4/16/11,4,6.48,0.08,31.14,-14.59,45.73,-0.468529223,Office Supplies,Paper,Xerox 1904,Consumer,Ken Lonsdale,Canada,CA-West,Alberta,0,2011-04-15,15,4,2011
7974,7974,52839,2010-04-11,4/11/10,8,3.28,0.04,30.17,-22.84,53.01,-0.757043421,Office Supplies,Pens & Art Supplies,Newell 337,Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2010-04-11,11,4,2010
7975,7975,52839,2010-04-11,4/12/10,25,55.99,0.1,1158.601,-155.3,1313.901,-0.134040968,Technology,Telephones and Communication,Accessory28,Home Office,Catherine Glotzbach,Canada,CA-West,Alberta,0,2010-04-11,11,4,2010
7976,7976,53443,2011-10-08,10/9/11,35,42.98,0.04,1477.63,387.56,1090.07,0.262284875,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2011-10-08,8,10,2011
7977,7977,53443,2011-10-08,10/10/11,3,6.3,0.01,19.46,-2.01,21.47,-0.103288798,Office Supplies,Labels,Avery 51,Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2011-10-08,8,10,2011
7978,7978,53443,2011-10-08,10/9/11,22,6.47,0.04,148.8,52.08,96.72,0.35,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Consumer,Jenna Caffey,Canada,CA-West,Alberta,0,2011-10-08,8,10,2011
7979,7979,53767,2011-08-26,8/27/11,35,30.98,0.03,1131.15,433.87,697.28,0.383565398,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Business,Sibella Parks,Canada,CA-West,Alberta,1,2011-08-26,26,8,2011
7980,7980,54787,2011-02-24,2/25/11,7,22.84,0.07,170.02,-56.1,226.12,-0.329961181,Office Supplies,Paper,Xerox 1982,Home Office,Cassandra Brandow,Canada,CA-West,Alberta,1,2011-02-24,24,2,2011
7981,7981,55011,2012-01-04,1/5/12,48,9.85,0.09,452.28,-21.0,473.28,-0.046431414,Office Supplies,Pens & Art Supplies,Lumber Crayons,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2012-01-04,4,1,2012
7982,7982,55011,2012-01-04,1/5/12,18,2.94,0.01,55.82,14.19,41.63,0.254209961,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Small Business,Alejandro Ballentine,Canada,CA-West,Alberta,0,2012-01-04,4,1,2012
7983,7983,55490,2009-11-16,11/17/09,3,70.89,0.04,246.2,-184.16,430.36,-0.748009748,Furniture,Tables,KI Conference Tables,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2009-11-16,16,11,2009
7984,7984,56069,2012-10-14,10/19/12,10,5.68,0.09,55.66,8.82,46.84,0.158462091,Office Supplies,Envelopes,Staples Standard Envelopes,Corporate,Becky Pak,Canada,CA-West,Alberta,0,2012-10-14,14,10,2012
7985,7985,56163,2009-08-11,8/13/09,3,37.94,0.03,119.9,-14.47,134.37,-0.120683903,Office Supplies,Paper,"Snap-A-WayÂ® Black Print Carbonless Ruled Speed Letter, Triplicate",Home Office,Claire Good,Canada,CA-West,Alberta,0,2009-08-11,11,8,2009
7986,7986,56929,2011-09-26,9/28/11,22,9.78,0.08,205.88,20.68,185.2,0.100446862,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Home Office,Claire Good,Canada,CA-West,Alberta,0,2011-09-26,26,9,2011
7987,7987,57378,2009-12-28,12/29/09,9,29.89,0.02,266.27,-5.7,271.97,-0.021406843,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Business,Sibella Parks,Canada,CA-West,Alberta,0,2009-12-28,28,12,2009
